Sales_ID,name,year,selling_price,km_driven,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,sold,Region
1524,Hyundai i20 1.4 CRDi Magna,2012,290000,100000,Arizona,Sierra Vista,Diesel,Individual,Manual,Second Owner,21,1396,90,5,Y,West
1525,Maruti Alto 800 LXI,2017,300000,50000,Arizona,Sierra Vista,Petrol,Individual,Manual,Second Owner,24,796,47.3,5,Y,West
1526,Maruti Swift Dzire VDi,2010,270000,120000,Arizona,Scottsdale,Diesel,Individual,Manual,Fourth & Above Owner,19,1248,73.9,5,Y,West
1527,Hyundai Xcent 1.1 CRDi S,2015,400000,60000,Arizona,Scottsdale,Diesel,Individual,Manual,Second Owner,24,1120,71,5,Y,West
1528,Maruti Alto 800 LX,2015,280000,28000,Arizona,Sierra Vista,Petrol,Individual,Manual,Second Owner,22.7,796,47.3,5,Y,West
1529,Maruti Swift Dzire VXi,2009,250000,60000,Arizona,Scottsdale,Petrol,Individual,Manual,Third Owner,17,1298,85.8,5,Y,West
1562,Audi Q5 35TDI Premium Plus,2018,3975000,31800,Arizona,Chandler,Diesel,Dealer,Automatic,First Owner,17,1968,188,5,Y,West
1570,Skoda Rapid 1.6 MPI AT Style Plus,2016,675000,28182,Arizona,Chandler,Petrol,Trustmark Dealer,Automatic,First Owner,14,1598,103.52,5,Y,West
2404,Honda Brio V MT,2012,310000,50000,Arizona,Tucson,Petrol,Individual,Manual,Second Owner,19,1198,86.8,5,N,West
2405,Tata Tiago 1.2 Revotron XZ,2017,390000,20000,Arizona,Tucson,Petrol,Individual,Manual,First Owner,23.8,1199,84,5,N,West
2406,Hyundai Creta 1.6 VTVT E Plus,2016,700000,30000,Arizona,Tucson,Petrol,Individual,Manual,First Owner,15.2,1591,121.3,5,N,West
2411,Chevrolet Sail Hatchback Petrol LS ABS,2013,245000,25000,Arizona,Yuma,Petrol,Individual,Manual,First Owner,18,1199,84.8,5,N,West
2412,Hyundai i10 Sportz,2010,210000,94000,Arizona,Tucson,Petrol,Individual,Manual,Second Owner,20.3,1197,78.9,5,N,West
2413,Maruti Baleno LXI,2005,50000,90000,Arizona,Yuma,Petrol,Individual,Manual,Second Owner,15,1590,94,5,N,West
2416,Honda City i VTEC V,2015,630000,117500,Arizona,Surprise,Petrol,Individual,Manual,Second Owner,17,1497,117.3,5,N,West
2418,Hyundai i20 1.2 Asta Dual Tone,2018,740000,8000,Arizona,Yuma,Petrol,Individual,Manual,First Owner,18,1197,81.83,5,N,West
2420,Hyundai Verna 1.6 SX,2012,450000,60000,Arizona,Tucson,Diesel,Individual,Manual,Third Owner,22.3,1582,126.32,5,N,West
2423,Tata Nano LX,2015,130000,60000,Arizona,Yuma,Petrol,Individual,Manual,First Owner,25,624,37.48,4,N,West
2424,Honda City 2017-2020 GXi,2006,270000,70000,Arizona,Yuma,Petrol,Individual,Manual,Second Owner,17,1497,78,5,N,West
2425,Maruti 800 DX,1997,60000,25000,Arizona,Tempe,Petrol,Individual,Manual,Third Owner,16,796,37,4,N,West
2428,Tata Tiago 1.2 Revotron XM,2018,490000,25000,Arizona,Tucson,Petrol,Individual,Manual,First Owner,23.8,1199,84,5,N,West
2429,Ford Fiesta Diesel Style,2012,280000,60000,Arizona,Tucson,Diesel,Individual,Manual,Second Owner,23,1498,88.7,5,N,West
2430,Tata Tiago 1.2 Revotron XM,2018,390000,25000,Arizona,Tempe,Petrol,Individual,Manual,First Owner,23.8,1199,84,5,N,West
2432,Chevrolet Spark 1.0,2008,45000,70000,Arizona,Tempe,Petrol,Individual,Manual,First Owner,18,995,62,5,N,West
2433,Maruti Ertiga SHVS VDI,2016,640000,80000,Arizona,Tempe,Diesel,Individual,Manual,Second Owner,24.5,1248,88.5,7,N,West
2434,Mahindra Scorpio S2 9 Seater,2015,650000,110000,Arizona,Tempe,Diesel,Individual,Manual,Second Owner,15,2523,75,9,N,West
2435,Mahindra Scorpio LX,2013,500000,115717,Arizona,Surprise,Diesel,Individual,Manual,First Owner,12,2179,120,9,N,West
2436,Ford Fusion Plus 1.4 TDCi Diesel,2008,90000,110000,Arizona,Tempe,Diesel,Individual,Manual,Second Owner,17,1399,68,5,N,West
2437,Tata Aria Pure LX 4x2,2014,480000,70000,Arizona,Tempe,Diesel,Individual,Manual,Second Owner,15,2179,147.9,7,N,West
3737,Toyota Etios GD,2014,420000,120000,Arizona,Bullhead City,Diesel,Individual,Manual,First Owner,23.5,1364,67.04,5,N,West
3740,Maruti Wagon R LXI BS IV,2011,240000,64500,Arizona,Bullhead City,Petrol,Individual,Manual,First Owner,18,998,67.1,5,N,West
3741,Mahindra KUV 100 mFALCON D75 K2 Plus,2016,360000,100000,Arizona,Avondale,Diesel,Individual,Manual,Second Owner,25.3,1198,77,6,N,West
3742,Hyundai Verna 1.6 CRDi SX,2017,750000,40000,Arizona,Avondale,Diesel,Individual,Manual,First Owner,23,1582,126.2,5,N,West
3743,Hyundai i20 1.2 Magna Executive,2017,570000,15000,Arizona,Bullhead City,Petrol,Individual,Manual,Second Owner,18,1197,81.83,5,N,West
3744,Toyota Etios Liva GD,2015,450000,25000,Arizona,Bullhead City,Diesel,Individual,Manual,First Owner,23.5,1364,67.04,5,N,West
3750,Mahindra Scorpio S11 BSIV,2018,1500000,40000,Arizona,Casas Adobes,Diesel,Individual,Manual,First Owner,16.3,2179,140,7,N,West
3752,Hyundai Santro Xing GLS LPG,2012,185000,70000,Arizona,Avondale,LPG,Individual,Manual,Second Owner,13.45,1086,62.1,5,N,West
3753,Maruti 800 AC,2008,65000,40000,Arizona,Bullhead City,Petrol,Individual,Manual,Second Owner,16,796,37,4,N,West
3755,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,330000,60000,Arizona,Casas Adobes,Diesel,Individual,Manual,First Owner,17,1399,67,5,N,West
3758,Honda Amaze S i-DTEC,2017,600000,24500,Arizona,Bullhead City,Diesel,Dealer,Manual,First Owner,25,1498,98.6,5,N,West
3759,Mahindra XUV500 W8 4WD,2012,570000,77000,Arizona,Bullhead City,Diesel,Dealer,Manual,Second Owner,15,2179,140,7,N,West
3802,Maruti Wagon R VXI Minor,2007,150000,70000,Arizona,Oro Valley,Petrol,Individual,Manual,Third Owner,18,1061,67,5,N,West
3803,Hyundai EON Era Plus,2017,300000,15151,Arizona,Oro Valley,Petrol,Individual,Manual,Second Owner,21,814,55.2,5,N,West
3804,Mahindra Scorpio 1.99 S6 Plus,2015,630000,60000,Arizona,Oro Valley,Diesel,Individual,Manual,First Owner,15,1997,120,7,N,West
3805,Hyundai i10 Era,2011,206000,100000,Arizona,Peoria,Petrol,Individual,Manual,First Owner,19.8,1086,68.05,5,N,West
3806,Maruti Wagon R LXI,2006,70000,110000,Arizona,Oro Valley,Petrol,Individual,Manual,Fourth & Above Owner,18,998,67.1,5,N,West
3807,Hyundai Grand i10 1.2 Kappa Magna AT,2019,567000,7000,Arizona,Phoenix,Petrol,Individual,Automatic,First Owner,18,1197,81.86,5,N,West
3808,Maruti Wagon R LXI,2005,65000,35000,Arizona,Peoria,Petrol,Individual,Manual,First Owner,18,998,67.1,5,N,West
3809,Maruti Swift Dzire VDI,2016,550000,60000,Arizona,Peoria,Diesel,Individual,Manual,Second Owner,26.5,1248,74,5,N,West
3810,Hyundai i10 Magna,2010,140000,70000,Arizona,Peoria,Petrol,Individual,Manual,Fourth & Above Owner,20.3,1197,78.9,5,N,West
3811,Renault KWID RXT,2016,300000,30000,Arizona,Peoria,Petrol,Individual,Manual,First Owner,25.1,799,53.3,5,N,West
3812,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2013,500000,70000,Arizona,Peoria,Petrol,Individual,Manual,Second Owner,15.8,1499,110.4,5,N,West
3813,Hyundai Grand i10 Sportz,2015,400000,128000,Arizona,Phoenix,Petrol,Individual,Manual,First Owner,18,1197,82,5,N,West
3815,Toyota Innova 2.5 GX 8 STR,2012,850000,120000,Arizona,Oro Valley,Diesel,Individual,Manual,Second Owner,12,2494,102,8,N,West
3816,Maruti Swift VDI BSIV,2014,570000,15000,Arizona,Oro Valley,Diesel,Individual,Manual,First Owner,25,1248,74,5,N,West
3817,Maruti Swift Dzire VDI,2017,699000,60000,Arizona,Oro Valley,Diesel,Individual,Manual,First Owner,28,1248,74.02,5,N,West
3818,Honda Brio Exclusive Edition,2013,355000,80000,Arizona,Peoria,Petrol,Individual,Manual,First Owner,19,1198,86.8,5,N,West
3819,Maruti Swift Dzire VDI Optional,2016,690000,80000,Arizona,Phoenix,Diesel,Individual,Manual,First Owner,26.5,1248,74,5,N,West
3820,Ford Fiesta 1.4 Duratorq ZXI,2006,180000,114321,Arizona,Phoenix,Diesel,Individual,Manual,Second Owner,17,1399,68,5,N,West
3821,Tata Indica Vista TDI LX,2013,200000,120000,Arizona,Phoenix,Diesel,Individual,Manual,First Owner,19,1405,70,5,N,West
5570,Maruti Swift Dzire VDI,2017,740000,40000,Arizona,Flagstaff,Diesel,Individual,Manual,First Owner,28,1248,74.02,5,N,West
5571,Tata Indica Vista Aqua 1.4 TDI,2011,140000,200000,Arizona,Flagstaff,Diesel,Individual,Manual,Second Owner,17,1405,71,5,N,West
5572,Hyundai Verna CRDi 1.6 SX Option,2018,1150000,35000,Arizona,Gilbert,Diesel,Individual,Manual,First Owner,22,1582,126.2,5,N,West
5573,Skoda Octavia Classic 1.9 TDI MT,2007,300000,155000,Arizona,Gilbert,Diesel,Individual,Manual,First Owner,18,1896,66,5,N,West
5574,Toyota Etios G,2011,300000,110000,Arizona,Gilbert,Petrol,Individual,Manual,First Owner,17,1496,88.73,5,N,West
5576,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,530000,80000,Arizona,Gilbert,Diesel,Individual,Manual,Second Owner,24,1186,73.97,5,N,West
5577,Hyundai Santro Xing GLS,2011,210000,50000,Arizona,Gilbert,Petrol,Individual,Manual,Second Owner,17.9,1086,62.1,5,N,West
5578,Maruti Alto LXi,2007,130000,90000,Arizona,Glendale,Petrol,Individual,Manual,Second Owner,19,796,46.3,5,N,West
5579,Maruti Wagon R LXI DUO BSIII,2008,148000,80000,Arizona,Gilbert,LPG,Individual,Manual,Second Owner,17.3,1061,57.5,5,N,West
5580,Volkswagen Passat Highline DSG S,2008,585000,120000,Arizona,Glendale,Diesel,Individual,Automatic,First Owner,14,1968,140,5,N,West
5581,Hyundai i20 1.4 CRDi Magna,2011,270000,105000,Arizona,Gilbert,Diesel,Individual,Manual,Second Owner,21,1396,90,5,N,West
5585,Hyundai Verna CRDi ABS,2007,180000,150000,Arizona,Glendale,Diesel,Individual,Manual,Second Owner,18,1493,110,5,N,West
5586,Maruti Ritz VDi,2014,425000,80000,Arizona,Glendale,Diesel,Individual,Manual,Second Owner,23,1248,73.94,5,N,West
5587,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,900000,25000,Arizona,Glendale,Diesel,Individual,Manual,First Owner,23,1498,98.96,5,N,West
6577,Tata Safari Storme EX,2015,503000,110000,Arizona,Glendale,Diesel,Individual,Manual,First Owner,14,2179,147.94,7,N,West
6578,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Arizona,Glendale,Diesel,Individual,Automatic,First Owner,18,1969,190,5,N,West
6579,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Arizona,Goodyear,Petrol,Trustmark Dealer,Automatic,First Owner,19.1,2494,157.7,5,N,West
6580,Maruti Wagon R LXI,2013,225000,58343,Arizona,Kingman,Petrol,Trustmark Dealer,Manual,First Owner,21.7,998,67.05,5,N,West
6581,Maruti Baleno Alpha 1.3,2018,740000,38817,Arizona,Goodyear,Diesel,Dealer,Manual,First Owner,27.3,1248,74,5,N,West
6582,Honda Jazz VX,2016,550000,56494,Arizona,Goodyear,Petrol,Trustmark Dealer,Manual,First Owner,18,1199,88.7,5,N,West
6583,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Arizona,Goodyear,Diesel,Trustmark Dealer,Manual,Second Owner,12.9,2494,100.6,7,N,West
6584,Maruti Swift AMT VVT VXI,2019,650000,5621,Arizona,Goodyear,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5,N,West
6585,Toyota Etios VX,2017,625000,25538,Arizona,Kingman,Petrol,Trustmark Dealer,Manual,First Owner,16.7,1496,88.73,5,N,West
7129,Hyundai Grand i10 1.2 Kappa Sportz Option,2018,528000,5000,Arizona,Mesa,Petrol,Individual,Manual,First Owner,18,1197,81.86,5,N,West
7130,Jeep Compass 2.0 Limited Option,2017,1500000,12000,Arizona,Mesa,Diesel,Individual,Manual,First Owner,17,1956,170,5,N,West
7131,Mahindra Bolero 2011-2019 DI - AC BS III,2016,560000,72000,Arizona,Mesa,Diesel,Individual,Manual,First Owner,15.9,2523,63,9,N,West
7133,Chevrolet Aveo U-VA 1.2 LS,2007,102000,50000,Arizona,Mesa,Petrol,Individual,Manual,Second Owner,15.2,1150,74.9,5,N,West
7136,Maruti Baleno Alpha 1.2,2015,650000,50000,Arizona,Oro Valley,Petrol,Individual,Manual,First Owner,21,1197,83.1,5,N,West
7137,Volkswagen Polo Petrol Trendline 1.2L,2012,310000,40000,Arizona,Mesa,Petrol,Individual,Manual,First Owner,16.4,1198,73.9,5,N,West
7138,Hyundai Xcent 1.2 Kappa S,2014,480000,30000,Arizona,Mesa,Petrol,Individual,Manual,First Owner,19,1197,82,5,N,West
7188,Maruti Zen Estilo LXI BSIII,2007,90000,70000,Arizona,Surprise,Petrol,Individual,Manual,First Owner,18,998,67.1,5,N,West
7189,Hyundai i10 Magna 1.1L,2015,287000,100000,Arizona,Surprise,Petrol,Individual,Manual,Second Owner,19.8,1086,68.05,5,N,West
7190,Hyundai Creta 1.6 SX Automatic,2018,1380000,55000,Arizona,Surprise,Petrol,Individual,Automatic,First Owner,14,1591,121.3,5,N,West
7191,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,750000,80000,Arizona,Sun City,Diesel,Individual,Manual,Second Owner,12.9,2494,100.6,7,N,West
7192,Hyundai Verna 1.4 VTVT,2016,650000,40000,Arizona,Sun City,Petrol,Individual,Manual,First Owner,17.4,1396,105.5,5,N,West
7193,Maruti Wagon R LXI BS IV,2013,240000,108916,Arizona,Sierra Vista,Petrol,Individual,Manual,Second Owner,20.5,998,67.04,5,N,West
7194,Hyundai EON Magna Optional,2013,290000,40000,Arizona,Sun City,Petrol,Individual,Manual,Second Owner,21,814,55.2,5,N,West
7195,Hyundai EON Era Plus,2014,229999,80000,Arizona,Sun City,Petrol,Individual,Manual,First Owner,21,814,55.2,5,N,West
7196,Honda City i DTec VX,2016,1000000,50000,Arizona,Sun City,Diesel,Individual,Manual,Second Owner,26,1498,98.6,5,N,West
7197,Hyundai Santro Xing GL Plus,2012,200000,90000,Arizona,Surprise,Petrol,Individual,Manual,Second Owner,17.9,1086,62.1,5,N,West
7198,Maruti Alto LX,2004,90000,70000,Arizona,Surprise,Petrol,Individual,Manual,Fourth & Above Owner,19,796,46.3,5,N,West
7199,Hyundai i20 1.4 CRDi Asta,2012,330000,90000,Arizona,Sun City,Diesel,Individual,Manual,First Owner,23,1396,90,5,N,West
7742,Maruti 800 AC BSIII,2008,70000,59400,Arizona,Prescott,Petrol,Individual,Manual,Fourth & Above Owner,16,796,37,4,N,West
7743,Hyundai EON Era Plus,2013,275000,20000,Arizona,Prescott,Petrol,Individual,Manual,First Owner,21,814,55.2,5,N,West
7744,Maruti SX4 Vxi BSIII,2009,250000,125876,Arizona,Prescott Valley,Petrol,Individual,Manual,Second Owner,15,1586,104.68,5,N,West
7745,Jeep Compass 1.4 Limited Plus BSIV,2019,2100000,5000,Arizona,Prescott Valley,Petrol,Individual,Automatic,First Owner,16,1368,160.77,5,N,West
7746,Tata Sumo MKII GX BS IV,2011,250000,90000,Arizona,Prescott,Diesel,Individual,Manual,Second Owner,13.5,2179,118.35,7,N,West
7747,Isuzu D-Max V-Cross 4X4,2017,1250000,56800,Arizona,Prescott,Diesel,Individual,Manual,First Owner,12,2499,134,5,N,West
7748,Audi A4 2.0 TDI,2014,1500000,60000,Arizona,Prescott Valley,Diesel,Individual,Automatic,First Owner,16.5,1968,147.51,5,N,West
7749,Toyota Innova Crysta 2.5 VX BS IV,2011,800000,60000,Arizona,Prescott Valley,Diesel,Individual,Manual,First Owner,12,2494,102,7,N,West
7750,Toyota Fortuner 4x2 Manual,2014,1380000,150000,Arizona,Prescott,Diesel,Individual,Manual,First Owner,13,2982,168.5,7,N,West
1158,Tata Indigo CS LS (TDI) BS III,2013,200000,175000,Maine,Saco,Diesel,Individual,Manual,Second Owner,19,1396,69,5,Y,East
1160,Hyundai Xcent 1.2 CRDi S,2019,700000,3000,Maine,Sanford,Diesel,Individual,Manual,First Owner,25,1186,73.97,5,Y,East
1163,Maruti Alto LXI,2005,80000,40000,Maine,Brunswick,Petrol,Individual,Manual,Second Owner,19,796,46.3,5,Y,East
1207,Mahindra Bolero 2011-2019 ZLX,2012,450000,165000,Maine,Lewiston,Diesel,Individual,Manual,First Owner,15.9,2523,62.1,7,Y,East
1325,Maruti Eeco 5 Seater AC BSIV,2017,330000,90000,Maine,Westbrook,Petrol,Individual,Manual,First Owner,15.3,1196,73,5,Y,East
1434,Honda WR-V i-DTEC VX,2017,770000,65000,Maine,Brunswick,Diesel,Individual,Manual,Second Owner,25,1498,98.6,5,Y,East
1436,Maruti Alto K10 2010-2014 VXI,2012,250000,90000,Maine,Auburn,Petrol,Individual,Manual,First Owner,20.9,998,67.1,5,Y,East
1440,Honda Jazz 1.5 V i DTEC,2016,500000,30000,Maine,West Scarborough,Diesel,Individual,Manual,First Owner,27,1498,98.6,5,Y,East
1554,Maruti Alto 800 LXI,2016,300000,40000,Maine,Portland,Petrol,Individual,Manual,First Owner,22.7,796,47.3,5,Y,East
1599,Hyundai Xcent 1.2 Kappa SX,2017,520000,30000,Maine,Gorham,Petrol,Individual,Manual,First Owner,19,1197,82,5,Y,East
1627,Hyundai i20 1.2 Spotz,2017,550000,50000,Maine,Westbrook,Petrol,Individual,Manual,First Owner,18,1197,81.83,5,Y,East
1628,Hyundai i20 Sportz 1.4 CRDi,2016,650000,30000,Maine,West Scarborough,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,5,Y,East
1629,Hyundai Grand i10 Magna,2017,445000,25000,Maine,Auburn,Petrol,Individual,Manual,First Owner,18,1197,82,5,Y,East
2000,Honda City i DTEC E,2015,650000,80000,Maine,Gorham,Diesel,Individual,Manual,First Owner,26,1498,98.6,5,Y,East
2123,Chevrolet Spark 1.0 LS,2009,80000,80000,Maine,Auburn,Petrol,Individual,Manual,Fourth & Above Owner,18,995,62,5,N,East
2210,Maruti Swift VDI,2013,350000,60000,Maine,Bangor,Diesel,Individual,Manual,First Owner,22,1248,74,5,N,East
2397,Toyota Etios Cross 1.2L G,2015,600000,10000,Maine,Sanford,Petrol,Individual,Manual,First Owner,18.1,1197,78.8,5,N,East
2443,Maruti Swift Dzire ZDI,2016,550000,55000,Maine,Sanford,Diesel,Individual,Manual,First Owner,26.5,1248,74,5,N,East
2463,Mahindra Ssangyong Rexton RX7,2013,1000000,40000,Maine,Gorham,Diesel,Individual,Automatic,First Owner,11.1,2696,184,7,N,East
2762,Maruti 800 EX,2004,70000,220000,Maine,Bangor,Petrol,Individual,Manual,Second Owner,16,796,37,4,N,East
2803,Renault Duster 85PS Diesel RxL Explore,2016,645000,120000,Maine,South Portland,Diesel,Individual,Manual,First Owner,19.8,1461,83.8,5,N,East
2805,Honda City 2017-2020 EXi,2008,215000,110000,Maine,Sanford,Petrol,Individual,Manual,Second Owner,17,1497,78,5,N,East
2808,Tata Indica V2 LSi,2012,75000,12000,Maine,Bangor,Petrol,Individual,Manual,First Owner,16.8,1193,64.4,5,N,East
2955,Hyundai Xcent 1.2 Kappa SX Option,2015,450000,20000,Maine,Augusta,Petrol,Individual,Manual,First Owner,19,1197,82,5,N,East
3141,Datsun GO T Option BSIV,2015,350000,50000,Maine,Saco,Petrol,Individual,Manual,First Owner,20.6,1198,67,5,N,East
3261,Mahindra XUV500 W4,2014,880000,120000,Maine,Bangor,Diesel,Individual,Manual,First Owner,15,2179,140,7,N,East
3268,Maruti Baleno Sigma 1.2,2017,515000,23000,Maine,Saco,Petrol,Individual,Manual,First Owner,21,1197,83.1,5,N,East
3301,Maruti Swift Dzire VXi,2012,285000,69000,Maine,Westbrook,Petrol,Individual,Manual,First Owner,17,1298,85.8,5,N,East
3315,Ford Figo Diesel Titanium,2012,320000,103994,Maine,Gorham,Diesel,Individual,Manual,Fourth & Above Owner,20,1399,68,5,N,East
3320,Maruti Zen Estilo LX BSIV,2011,300000,40000,Maine,Sanford,Petrol,Individual,Manual,Third Owner,19,998,67.1,5,N,East
3413,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Maine,Westbrook,Diesel,Individual,Automatic,First Owner,18,1969,190,5,N,East
3417,Honda Jazz VX,2016,550000,56494,Maine,Bangor,Petrol,Trustmark Dealer,Manual,First Owner,18,1199,88.7,5,N,East
3428,Maruti Baleno Alpha 1.3,2017,735000,70000,Maine,Bangor,Diesel,Individual,Manual,First Owner,27.3,1248,74,5,N,East
3437,Volkswagen Vento Diesel Breeze,2012,400000,60000,Maine,Westbrook,Diesel,Individual,Manual,Third Owner,20,1598,105,5,N,East
3620,Tata Indica Vista TDI LX,2013,275000,110000,Maine,Biddeford,Diesel,Individual,Manual,First Owner,19,1405,70,5,N,East
3622,Hyundai Verna CRDi SX ABS,2008,250000,110000,Maine,Biddeford,Diesel,Individual,Manual,Second Owner,18,1493,110,5,N,East
3666,Maruti Alto 800 VXI,2014,250999,30000,Maine,Augusta,Petrol,Individual,Manual,First Owner,22.7,796,47.3,5,N,East
3668,Honda City i VTEC E,2014,650000,60000,Maine,Sanford,Petrol,Individual,Manual,First Owner,17,1497,117.3,5,N,East
3912,Fiat Punto Pure 1.2L FIRE,2016,265000,33003,Maine,Bangor,Petrol,Individual,Manual,First Owner,15,1172,67,5,N,East
3918,Tata Nexon 1.5 Revotorq XM,2018,749000,30000,Maine,Waterville,Diesel,Individual,Manual,First Owner,21,1497,108.5,5,N,East
3946,Hyundai EON D Lite,2012,200000,70000,Maine,South Portland,Petrol,Individual,Manual,First Owner,21,814,55.2,5,N,East
4063,Tata Indica V2 DLE BSIII,2011,114999,172000,Maine,Bangor,Diesel,Individual,Manual,Second Owner,17.8,1396,52.8,5,N,East
4064,Hyundai i20 Magna 1.2,2014,425000,25000,Maine,Portland,Petrol,Individual,Manual,First Owner,18,1197,81.83,5,N,East
4188,Renault Duster 85PS Diesel RxS,2017,819999,50000,Maine,Bangor,Diesel,Individual,Manual,First Owner,19.8,1461,83.8,5,N,East
4192,Hyundai i20 Asta 1.2,2015,500000,70000,Maine,Saco,Petrol,Individual,Manual,First Owner,18,1197,81.83,5,N,East
4425,Maruti Swift AMT VVT VXI,2019,650000,5621,Maine,Bangor,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5,N,East
4426,Toyota Etios VX,2017,625000,25538,Maine,Portland,Petrol,Trustmark Dealer,Manual,First Owner,16.7,1496,88.73,5,N,East
4506,Honda Jazz 1.2 VX i VTEC,2018,675000,24265,Maine,Biddeford,Petrol,Dealer,Manual,First Owner,18,1199,88.7,5,N,East
4516,Hyundai Accent GLE,2005,80500,50000,Maine,Biddeford,Petrol,Individual,Manual,Third Owner,13,1495,94,5,N,East
4518,Maruti Swift VXi BSIV,2006,189000,93000,Maine,Bangor,Petrol,Individual,Manual,Second Owner,16,1197,85,5,N,East
4523,Hyundai i20 Asta Option 1.4 CRDi,2016,700000,40000,Maine,Augusta,Diesel,Individual,Manual,First Owner,22.5,1396,88.73,5,N,East
4529,Toyota Yaris V CVT BSIV,2018,1080000,12800,Maine,Saco,Petrol,Individual,Automatic,First Owner,17,1496,105.5,5,N,East
4743,Renault Koleos 2.0 Diesel,2013,1000000,75010,Maine,Brunswick,Diesel,Dealer,Automatic,First Owner,13.7,1995,148,5,N,East
4744,Tata Manza Club Class Quadrajet90 LS,2013,250000,50000,Maine,Lewiston,Diesel,Individual,Manual,First Owner,21,1248,88.8,5,N,East
4751,Tata Indigo CS LX (TDI) BS-III,2017,450000,70000,Maine,Gorham,Diesel,Individual,Manual,First Owner,19,1405,69.01,5,N,East
4752,Tata Tigor 1.2 Revotron XZA,2017,525000,19723,Maine,Saco,Petrol,Dealer,Automatic,First Owner,20,1199,84,5,N,East
4753,Toyota Innova 2.5 GX 7 STR,2009,650000,242000,Maine,South Portland,Diesel,Individual,Manual,Fourth & Above Owner,12,2494,102,7,N,East
4755,Maruti Swift Dzire AMT ZDI Plus,2017,875000,30000,Maine,Saco,Diesel,Dealer,Automatic,First Owner,28,1248,74.02,5,N,East
4810,Maruti Wagon R VXI BS IV with ABS,2011,225000,20000,Maine,Lewiston,Petrol,Individual,Manual,First Owner,18,998,67.1,5,N,East
4869,Toyota Corolla H2,2008,150000,60000,Maine,Saco,Petrol,Individual,Manual,Second Owner,13,1794,125,5,N,East
4899,Ford Ecosport 1.5 Diesel Titanium,2019,950000,16034,Maine,South Portland,Diesel,Dealer,Manual,First Owner,21,1498,98.96,5,N,East
5040,Tata Nexon 1.2 Revotron XE,2018,600000,30000,Maine,Lewiston,Petrol,Individual,Manual,First Owner,17,1198,108.5,5,N,East
5049,Maruti Celerio ZXI Optional,2017,483000,15000,Maine,Augusta,Petrol,Individual,Manual,First Owner,23,998,67.04,5,N,East
5055,Maruti A-Star Vxi,2009,300000,60000,Maine,Augusta,Petrol,Individual,Manual,First Owner,19,998,66.1,5,N,East
5115,Mahindra Xylo D2,2011,350000,120000,Maine,Bangor,Diesel,Individual,Manual,First Owner,13,2489,95,8,N,East
5116,Honda City 2017-2020 GXi,2006,220000,100000,Maine,Gorham,Petrol,Individual,Manual,Second Owner,17,1497,78,5,N,East
5143,Maruti 800 AC Uniq,2004,50000,18000,Maine,Auburn,Petrol,Individual,Manual,Second Owner,16,796,37,4,N,East
5153,Audi Q7 3.0 TDI Quattro,2009,1025000,120000,Maine,Portland,Diesel,Individual,Automatic,Third Owner,12,2967,241.4,7,N,East
5162,Maruti Swift Dzire VDI,2014,500000,60000,Maine,Lewiston,Diesel,Individual,Manual,First Owner,23,1248,74,5,N,East
5284,Toyota Fortuner 4x2 AT TRD Sportivo,2014,1400000,80000,Maine,Waterville,Diesel,Individual,Automatic,Second Owner,12.5,2982,168.7,7,N,East
5363,Renault KWID AMT,2018,400000,25000,Maine,Augusta,Petrol,Individual,Automatic,First Owner,24,999,67,5,N,East
5687,Hyundai i20 Sportz 1.2,2015,516000,90000,Maine,Bangor,Petrol,Individual,Manual,First Owner,18,1197,81.83,5,N,East
5890,Hyundai i10 Sportz,2011,215000,100000,Maine,Portland,Petrol,Individual,Manual,Third Owner,20.3,1197,78.9,5,N,East
5892,Hyundai EON Era,2013,250000,42130,Maine,Waterville,Petrol,Individual,Manual,First Owner,21,814,55.2,5,N,East
6015,Hyundai i10 Sportz 1.2 AT,2010,258000,59734,Maine,West Scarborough,Petrol,Dealer,Automatic,First Owner,16.9,1197,78.9,5,N,East
6083,Toyota Corolla Altis 1.8 VL AT,2012,550000,100000,Maine,West Scarborough,Petrol,Individual,Automatic,First Owner,14.5,1794,138.1,5,N,East
6085,Maruti Baleno Alpha Automatic,2018,830000,5000,Maine,Biddeford,Petrol,Individual,Automatic,First Owner,21,1197,83.1,5,N,East
6086,Tata Safari Storme EX,2017,800000,60000,Maine,Bangor,Diesel,Individual,Manual,First Owner,14,2179,147.94,7,N,East
6183,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Maine,Westbrook,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88.76,5,N,East
